Image,Xmin,Ymin,Xmax,Ymax
045266d9ceba,0.166055,0.275430,0.818320,0.728477
045617e448a4,0.138711,0.271523,0.927695,0.787070
0459568f77f2,0.119180,0.271523,0.900352,0.794883
045c48cf7b19,0.084023,0.236367,0.873008,0.767539
046023ca3b39,0.107461,0.197305,0.892539,0.767539
0465ecb35ad7,0.123086,0.212930,0.919883,0.830039
0466cc467331,0.084023,0.224648,0.912070,0.779258
047008f32ccd,0.099648,0.158242,0.927695,0.896445
047229875751,0.099648,0.271523,0.912070,0.779258
0475c2229c1d,0.025430,0.205117,0.966758,0.794883
0479b4a16cc3,0.076211,0.220742,0.931602,0.837852
047b0a4bae72,0.084023,0.166055,0.931602,0.771445
047cf2d6c6b6,0.123086,0.134805,0.873008,0.630820
047e68e6da67,0.169961,0.240273,0.869102,0.783164
0486a2eede85,0.099648,0.154336,0.927695,0.751914
048c2248a7a5,0.119180,0.244180,0.888633,0.775352
048cb7b8107e,0.169961,0.142617,0.853477,0.857383
049079b992f6,0.111367,0.267617,0.896445,0.763633
049572cdb20b,0.056680,0.162148,0.923789,0.732383
04973173defc,0.130898,0.150430,0.876914,0.876914
0498b502700c,0.126992,0.228555,0.939414,0.833945
049cb08e6063,0.064492,0.162148,0.931602,0.787070
04a2453fc0fa,0.087930,0.244180,0.927695,0.783164
04a4ac77db8d,0.126992,0.228555,0.888633,0.779258
04a50aef390a,0.119180,0.197305,0.908164,0.830039
04a543f369f7,0.142617,0.255898,0.876914,0.751914
04a5d960a32a,0.119180,0.220742,0.939414,0.759727
04a608039990,0.158242,0.244180,0.888633,0.869102
04a80fbde7b7,0.158242,0.248086,0.798789,0.728477
04aa2f3f503f,0.103555,0.224648,0.884727,0.841758
04aa4b331547,0.201211,0.322305,0.833945,0.759727
04abe47dc7ae,0.177773,0.244180,0.841758,0.740195
04ad98f5e833,0.193398,0.216836,0.896445,0.837852
04b3e5805a32,0.119180,0.236367,0.896445,0.845664
04b41bfe0967,0.158242,0.212930,0.873008,0.806602
04b61347a463,0.111367,0.224648,0.900352,0.787070
04bb51a97af4,0.126992,0.236367,0.912070,0.740195
04bcd5c7bf43,0.041055,0.193398,0.900352,0.755820
04bd340c73e1,0.181680,0.267617,0.853477,0.708945
04be0e6123d2,0.107461,0.271523,0.888633,0.798789
04c2ef602f00,0.158242,0.267617,0.849570,0.740195
04c4a7b01ecd,0.115273,0.279336,0.900352,0.814414
04c5115254ec,0.111367,0.177773,0.912070,0.818320
04cae7128c87,0.162148,0.232461,0.857383,0.755820
04cf36948f1f,0.087930,0.209023,0.912070,0.744102
04d075604153,0.126992,0.205117,0.845664,0.783164
04d11452012a,0.080117,0.197305,0.908164,0.826133
04d1a117aeab,0.115273,0.185586,0.853477,0.775352
04d1a5f4f01f,0.091836,0.251992,0.884727,0.763633
04d42a3d704d,0.142617,0.248086,0.869102,0.837852
04d6480e7191,0.201211,0.271523,0.845664,0.759727
04d9c12b8dee,0.169961,0.275430,0.884727,0.794883
04dbd509516c,0.181680,0.345742,0.794883,0.865195
04dee1a7e971,0.103555,0.205117,0.904258,0.759727
04e28304ad62,0.162148,0.298867,0.845664,0.751914
04e3b70ecd2c,0.173867,0.263711,0.845664,0.775352
04e4ae87c4ed,0.080117,0.197305,0.896445,0.751914
04e5378e0fa0,0.142617,0.181680,0.876914,0.736289
04ea789aa8d0,0.060586,0.162148,0.966758,0.740195
04f1b5adb839,0.158242,0.169961,0.888633,0.794883
04f4a0974485,0.158242,0.251992,0.876914,0.794883
04f80f5aadd3,0.142617,0.279336,0.869102,0.771445
04fa87426a06,0.123086,0.322305,0.915977,0.974570
04fc4e29b90c,0.154336,0.255898,0.845664,0.763633
04fc753795b0,0.044961,0.173867,0.927695,0.837852
04fd411d8a1a,0.103555,0.201211,0.915977,0.779258
050385da2d43,0.150430,0.291055,0.853477,0.798789
05047d767865,0.154336,0.220742,0.837852,0.845664
0505a9b57a1c,0.173867,0.283242,0.853477,0.767539
0505bb43f95d,0.154336,0.279336,0.853477,0.724570
0506dc80c453,0.138711,0.271523,0.888633,0.732383
050767ec2d48,0.224648,0.330117,0.806602,0.908164
0509ce61651a,0.052773,0.080117,0.955039,0.935508
050a2eaa5516,0.142617,0.068398,0.912070,0.892539
050d5b862b82,0.041055,0.166055,0.955039,0.802695
050d63449da2,0.103555,0.185586,0.927695,0.830039
050eb6e85d72,0.115273,0.216836,0.845664,0.783164
05112568212d,0.173867,0.209023,0.915977,0.790977
05119eefe2c0,0.185586,0.205117,0.849570,0.857383
0514b8529b88,0.130898,0.232461,0.873008,0.837852
0514dac82d0e,0.146523,0.228555,0.869102,0.853477
051974a3725a,0.060586,0.123086,0.982383,0.755820
0519ce5b089d,0.142617,0.251992,0.841758,0.716758
051e674d1476,0.150430,0.298867,0.861289,0.794883
0521e2513dbf,0.185586,0.294961,0.810508,0.763633
05224e95cc3c,0.142617,0.193398,0.904258,0.810508
0526b35bd072,0.134805,0.232461,0.900352,0.794883
0526d40b1973,0.115273,0.228555,0.841758,0.720664
05283cf98aad,0.095742,0.205117,0.919883,0.837852
05286269a4ac,0.154336,0.212930,0.845664,0.724570
0528f570491d,0.158242,0.173867,0.837852,0.751914
052b9c182924,0.154336,0.216836,0.888633,0.775352
052c6c990def,0.048867,0.166055,0.931602,0.810508
052c78fb0be6,0.134805,0.279336,0.810508,0.826133
052e80470a51,0.123086,0.287148,0.857383,0.790977
0530c8061ced,0.115273,0.189492,0.884727,0.794883
0535acb0ae39,0.033242,0.162148,0.923789,0.787070
0538d50802e5,0.107461,0.334023,0.908164,0.873008
053af3820a26,0.037148,0.209023,0.970664,0.830039
053c626d5fad,0.150430,0.244180,0.892539,0.763633
053c77eee18e,0.130898,0.197305,0.826133,0.830039
053f961ef8c4,0.134805,0.259805,0.915977,0.853477
05403e950364,0.123086,0.212930,0.896445,0.771445
0541f4bc929d,0.044961,0.158242,0.923789,0.802695
054296ef5ecd,0.126992,0.205117,0.865195,0.748008
0544283f723c,0.138711,0.212930,0.853477,0.806602
0547b831304e,0.134805,0.205117,0.927695,0.763633
05482a92157a,0.107461,0.275430,0.857383,0.759727
0549d621cd3b,0.064492,0.033242,0.908164,0.712852
054e39cf51a4,0.119180,0.150430,0.869102,0.724570
054f24d1ed58,0.185586,0.236367,0.849570,0.728477
0553c13de010,0.107461,0.209023,0.908164,0.802695
05553a608606,0.084023,0.201211,0.900352,0.767539
0556b73b7705,0.130898,0.185586,0.908164,0.873008
055c06c68aa9,0.080117,0.169961,0.931602,0.783164
055d0cf8550f,0.150430,0.146523,0.923789,0.802695
055dcfb1dd58,0.123086,0.205117,0.927695,0.783164
055e465f6ebb,0.158242,0.216836,0.826133,0.790977
0561c6a50671,0.134805,0.251992,0.896445,0.779258
0562cdf6c366,0.126992,0.240273,0.888633,0.783164
056443053d47,0.173867,0.337930,0.798789,0.845664
0568fde56c5e,0.076211,0.162148,0.935508,0.837852
056b1093853d,0.126992,0.169961,0.876914,0.837852
056e6e2ac294,0.119180,0.255898,0.857383,0.865195
0570221199f5,0.146523,0.236367,0.845664,0.802695
057197cc94d1,0.076211,0.158242,0.896445,0.841758
057219f7610d,0.076211,0.142617,0.880820,0.869102
057264d39f37,0.193398,0.212930,0.818320,0.708945
05750a2a3eb2,0.123086,0.201211,0.935508,0.787070
0576712e46b7,0.126992,0.162148,0.904258,0.763633
05792d6beebc,0.072305,0.185586,0.912070,0.771445
0579bc0f14cd,0.095742,0.232461,0.919883,0.759727
0579eaa6923d,0.084023,0.177773,0.935508,0.826133
057bedd7f232,0.130898,0.251992,0.857383,0.794883
057d16ea3345,0.166055,0.154336,0.869102,0.790977
05808aae9341,0.150430,0.240273,0.849570,0.767539
0585c80df909,0.193398,0.271523,0.814414,0.740195
0588f26e79f4,0.087930,0.162148,0.908164,0.790977
058ee6316070,0.197305,0.263711,0.810508,0.759727
058f4be0e4f3,0.205117,0.181680,0.896445,0.736289
058f92ed7134,0.138711,0.236367,0.841758,0.861289
0592b5ab1214,0.138711,0.150430,0.888633,0.724570
05931e8e27ba,0.115273,0.193398,0.888633,0.779258
0594afe05c49,0.162148,0.220742,0.865195,0.775352
05962e68b179,0.236367,0.334023,0.755820,0.716758
059970ee08bc,0.107461,0.201211,0.873008,0.826133
059ac09e4c28,0.138711,0.228555,0.935508,0.787070
05a2830c32b7,0.037148,0.162148,0.982383,0.794883
05a29a98e9b0,0.150430,0.209023,0.869102,0.744102
05a3453bebc5,0.107461,0.228555,0.888633,0.802695
05a49fd2241d,0.134805,0.244180,0.908164,0.662070
05a6cbd89ce3,0.134805,0.220742,0.880820,0.767539
05aa434844e6,0.193398,0.318398,0.849570,0.728477
05b3babcb1d0,0.162148,0.189492,0.869102,0.818320
05b75e5995a2,0.126992,0.197305,0.927695,0.763633
05b8ab6b812d,0.119180,0.119180,0.880820,0.759727
05bc880251f6,0.095742,0.216836,0.880820,0.775352
05be1f76d1da,0.138711,0.291055,0.876914,0.802695
05c2f7645dab,0.119180,0.248086,0.873008,0.810508
05c43f2406d7,0.095742,0.119180,0.869102,0.759727
05c6a36c5a67,0.107461,0.189492,0.892539,0.755820
05cc393292fc,0.087930,0.228555,0.919883,0.767539
05d107826b6d,0.119180,0.251992,0.869102,0.779258
05d201f06503,0.033242,0.076211,0.958945,0.830039
05d32077bdba,0.103555,0.169961,0.904258,0.798789
05d6c0dfb42c,0.064492,0.209023,0.908164,0.755820
05d82ccbda42,0.146523,0.224648,0.861289,0.771445
05d8bb81a2ab,0.138711,0.306680,0.896445,0.830039
05de0069f5d9,0.162148,0.119180,0.876914,0.724570
05e160000a10,0.107461,0.181680,0.919883,0.798789
05e4529f7915,0.052773,0.091836,0.947227,0.841758
05eb056d7bb3,0.130898,0.169961,0.888633,0.697227
05eea7b01254,0.185586,0.291055,0.810508,0.755820
05f7260965f3,0.064492,0.107461,0.955039,0.790977
05f8fa9b41d3,0.150430,0.185586,0.900352,0.736289
05f9fff4ae7a,0.119180,0.248086,0.869102,0.748008
05fc939d02fb,0.091836,0.201211,0.935508,0.790977
0603123326a2,0.173867,0.275430,0.857383,0.818320
0603a9463d45,0.166055,0.259805,0.849570,0.755820
060516e0e4a0,0.154336,0.185586,0.896445,0.759727
060793b92aff,0.142617,0.181680,0.888633,0.810508
0607c53674ac,0.189492,0.197305,0.794883,0.775352
060ac0d997ac,0.150430,0.197305,0.876914,0.720664
060c545d5517,0.193398,0.298867,0.802695,0.732383
06130913966a,0.072305,0.240273,0.951133,0.865195
06133f35cadf,0.142617,0.173867,0.888633,0.771445
0613d2bcb9c1,0.119180,0.150430,0.876914,0.783164
061695f20cd2,0.084023,0.130898,0.931602,0.775352
0616d1ae8b24,0.084023,0.134805,0.908164,0.826133
061707596a87,0.119180,0.189492,0.853477,0.814414
062789d30192,0.107461,0.302773,0.865195,0.759727
0629850cb267,0.021523,0.134805,0.966758,0.771445
0629f57c8941,0.095742,0.158242,0.869102,0.783164
062a1e41c5d6,0.111367,0.201211,0.892539,0.810508
0630f74a4381,0.158242,0.244180,0.849570,0.814414
063238d5d192,0.103555,0.205117,0.880820,0.857383
0632487ef5cb,0.087930,0.162148,0.853477,0.802695
0633ff1ae352,0.048867,0.150430,0.927695,0.806602
06382a529d0a,0.150430,0.228555,0.904258,0.857383
063d16460a83,0.126992,0.201211,0.853477,0.697227
064087156134,0.095742,0.240273,0.927695,0.779258
0641baa1955f,0.111367,0.185586,0.919883,0.751914
064351b81fea,0.091836,0.201211,0.861289,0.802695
06436e8fa7f6,0.119180,0.146523,0.873008,0.849570
064a43dc3a1c,0.068398,0.177773,0.904258,0.802695
064ed3f8289a,0.099648,0.251992,0.919883,0.966758
064f86fdf66b,0.123086,0.271523,0.904258,0.763633
06527ad2af8a,0.197305,0.294961,0.873008,0.771445
0656b3475c23,0.080117,0.146523,0.943320,0.751914
0658e170f7e2,0.154336,0.306680,0.857383,0.857383
065944a971a3,0.138711,0.236367,0.908164,0.771445
065984992b4b,0.115273,0.236367,0.853477,0.728477
065f72a3fe61,0.224648,0.287148,0.876914,0.771445
065fc92ceff0,0.173867,0.271523,0.822227,0.697227
066881a84118,0.224648,0.291055,0.783164,0.736289
066d321db5ce,0.158242,0.271523,0.810508,0.751914
066e0e723a98,0.126992,0.294961,0.826133,0.708945
06748aa306cf,0.181680,0.255898,0.830039,0.744102
0674a98c7787,0.060586,0.220742,0.915977,0.822227
06764e7ab64e,0.142617,0.251992,0.873008,0.775352
06795091b889,0.134805,0.166055,0.892539,0.720664
06849f9c947b,0.107461,0.193398,0.919883,0.837852
068631d23f80,0.169961,0.337930,0.884727,0.873008
06865e7a244e,0.201211,0.232461,0.865195,0.767539
0687b09f6c66,0.228555,0.279336,0.814414,0.712852
0688cc21dbd5,0.060586,0.150430,0.939414,0.833945
068940bc3cfb,0.150430,0.189492,0.900352,0.763633
068a53702dda,0.236367,0.263711,0.865195,0.736289
068a99ce1167,0.080117,0.201211,0.912070,0.748008
068c7f219c1d,0.142617,0.201211,0.849570,0.744102
0690accf703f,0.236367,0.345742,0.841758,0.767539
0693a16554aa,0.166055,0.255898,0.849570,0.724570
0695763a174c,0.080117,0.216836,0.923789,0.783164
0695b55af198,0.146523,0.240273,0.849570,0.790977
06968f8de9dd,0.169961,0.294961,0.837852,0.806602
0696bf753cf1,0.150430,0.185586,0.876914,0.798789
0697beaae121,0.146523,0.271523,0.798789,0.814414
0698ba568170,0.134805,0.236367,0.908164,0.744102
069e1f319d7a,0.111367,0.240273,0.900352,0.849570
06a0089b8eb0,0.099648,0.251992,0.900352,0.751914
06a080224d48,0.076211,0.212930,0.931602,0.802695
06a4a6680007,0.197305,0.357461,0.802695,0.794883
06a7dab4dd36,0.130898,0.193398,0.908164,0.818320
06aa67909a01,0.099648,0.267617,0.861289,0.798789
06abb1dbfe0e,0.099648,0.251992,0.947227,0.830039
06ac9c6a9d6b,0.087930,0.232461,0.908164,0.775352
06ad94b184b4,0.084023,0.158242,0.908164,0.869102
06b0537da1fc,0.189492,0.322305,0.857383,0.783164
06b397b9dddc,0.162148,0.263711,0.814414,0.748008
06b54b1b0de5,0.111367,0.220742,0.900352,0.790977
06b5bc5f29ff,0.107461,0.193398,0.908164,0.900352
06b9174564fc,0.076211,0.115273,0.935508,0.845664
06ba0cb1dcbb,0.119180,0.212930,0.900352,0.697227
06bb09bedc56,0.080117,0.248086,0.912070,0.880820
06bed5d43fad,0.134805,0.205117,0.873008,0.779258
06c01e1190d6,0.119180,0.232461,0.884727,0.826133
06c0a68776ea,0.126992,0.099648,0.876914,0.802695
06c111e63f01,0.056680,0.193398,0.908164,0.826133
06c7d8566415,0.115273,0.166055,0.912070,0.802695
06c984ee8a7a,0.130898,0.255898,0.853477,0.810508
06c998661e69,0.103555,0.240273,0.900352,0.880820
06c9c7ca5faf,0.095742,0.240273,0.888633,0.837852
06c9c8f54c8d,0.193398,0.216836,0.830039,0.728477
06ca71a1cfb1,0.162148,0.205117,0.927695,0.857383
06cabfe60bf5,0.173867,0.248086,0.935508,0.818320
06cb8aec5e55,0.064492,0.134805,0.908164,0.775352
06ce219ffcc7,0.142617,0.169961,0.900352,0.857383
06d0fef6b57f,0.181680,0.330117,0.853477,0.837852
06d1f2c83e9d,0.115273,0.228555,0.876914,0.826133
06d36a1a7061,0.111367,0.212930,0.939414,0.845664
06d62418f6d2,0.240273,0.267617,0.806602,0.712852
06daaeaa735f,0.162148,0.326211,0.841758,0.771445
06dfb48e2f55,0.119180,0.220742,0.892539,0.790977
06e2d8ac7dbf,0.169961,0.173867,0.798789,0.693320
06e6e555f06b,0.209023,0.341836,0.798789,0.767539
06e71e02429a,0.119180,0.384805,0.826133,0.904258
06eb4f301cb8,0.130898,0.337930,0.857383,0.814414
06efc8defcae,0.080117,0.212930,0.915977,0.794883
06f073c2b471,0.209023,0.341836,0.783164,0.732383
06f144cef24e,0.099648,0.177773,0.904258,0.771445
06f6373333a8,0.119180,0.154336,0.876914,0.720664
06f89909d787,0.103555,0.169961,0.927695,0.794883
06fbfe06c834,0.126992,0.244180,0.888633,0.779258
06ff1c931308,0.103555,0.189492,0.869102,0.748008
0707eb283474,0.111367,0.212930,0.869102,0.810508
0708ff7789b1,0.177773,0.216836,0.837852,0.708945
070b1307863e,0.130898,0.267617,0.908164,0.880820
0713dde41f99,0.150430,0.259805,0.833945,0.779258
0715dc2780ee,0.123086,0.205117,0.845664,0.763633
07160c914d9e,0.119180,0.169961,0.923789,0.744102
0717de64dad9,0.126992,0.216836,0.896445,0.790977
0719d963ea2d,0.076211,0.291055,0.951133,0.810508
07204d5ec1be,0.080117,0.185586,0.923789,0.810508
07209535cf22,0.162148,0.287148,0.873008,0.798789
0721f317f053,0.123086,0.173867,0.900352,0.767539
07225abd1ca6,0.099648,0.244180,0.912070,0.790977
072334e1b976,0.111367,0.326211,0.876914,0.794883
0724846eb921,0.173867,0.251992,0.830039,0.767539
0724d45165a3,0.166055,0.255898,0.822227,0.744102
0725376feacc,0.080117,0.189492,0.912070,0.849570
07276ebf89b1,0.119180,0.287148,0.892539,0.790977
07279226c4fe,0.103555,0.361367,0.904258,0.892539
072809c1cced,0.080117,0.119180,0.935508,0.814414
0729a36eb0cf,0.123086,0.267617,0.873008,0.830039
072b4ef7de9b,0.095742,0.251992,0.888633,0.767539
072da696d9ac,0.181680,0.279336,0.830039,0.744102
072e9c4908b8,0.080117,0.126992,0.962852,0.822227
0731196d9d85,0.173867,0.287148,0.849570,0.775352
0734206b9a5c,0.173867,0.353555,0.845664,0.869102
0735f6e0fcae,0.158242,0.244180,0.869102,0.787070
07366d1590b1,0.150430,0.228555,0.876914,0.744102
073673ab7384,0.162148,0.306680,0.818320,0.915977
073be2a2cfde,0.095742,0.185586,0.892539,0.802695
073c987b0077,0.064492,0.212930,0.873008,0.861289
073f7a06f2e8,0.162148,0.138711,0.927695,0.853477
07416195a9b2,0.123086,0.220742,0.861289,0.810508
074aa89060e4,0.115273,0.279336,0.884727,0.748008
074ac5c00008,0.111367,0.236367,0.873008,0.751914
074bff9d4805,0.064492,0.154336,0.947227,0.802695
0751e5d908ed,0.107461,0.193398,0.970664,0.748008
07543fec2311,0.060586,0.240273,0.947227,0.837852
07569c7aa0d2,0.103555,0.189492,0.896445,0.755820
075a03c489f5,0.068398,0.193398,0.912070,0.806602
0766a0040c36,0.087930,0.158242,0.908164,0.740195
076a2f098064,0.103555,0.193398,0.927695,0.818320
07725e4da6a4,0.107461,0.166055,0.892539,0.849570
07738e927606,0.095742,0.201211,0.900352,0.751914
0775e07e9e76,0.115273,0.232461,0.869102,0.763633
0778fc5033f7,0.095742,0.185586,0.923789,0.810508
077d7e6f041a,0.064492,0.209023,0.876914,0.748008
0780bbfae4d5,0.119180,0.330117,0.861289,0.943320
078195261409,0.056680,0.205117,0.884727,0.755820
0781e196693d,0.119180,0.228555,0.892539,0.759727
07831bb6217e,0.115273,0.212930,0.935508,0.814414
07842ec6c336,0.154336,0.423867,0.849570,0.853477
0786956398c4,0.103555,0.201211,0.919883,0.841758
0789426d1d3d,0.181680,0.298867,0.818320,0.833945
078aa0ae7661,0.130898,0.193398,0.900352,0.744102
078b1b84a481,0.134805,0.166055,0.849570,0.720664
078b1fdb8ae5,0.091836,0.248086,0.826133,0.732383
078c8393b16e,0.181680,0.201211,0.970664,0.787070
078e0b25b183,0.142617,0.134805,0.923789,0.779258
078f5fee84d6,0.162148,0.263711,0.845664,0.787070
0792658767de,0.130898,0.302773,0.900352,0.810508
079b57501b71,0.115273,0.209023,0.880820,0.802695
079e09af5e4a,0.166055,0.244180,0.822227,0.798789
079f2148ee8a,0.095742,0.166055,0.908164,0.787070
079fc4d4554d,0.080117,0.177773,0.888633,0.837852
07a1537bbfc1,0.076211,0.181680,0.861289,0.794883
07a98c081198,0.095742,0.236367,0.876914,0.790977
07aa5db7d3b7,0.103555,0.197305,0.908164,0.806602
07ab6c604445,0.138711,0.310586,0.888633,0.790977
07afb43d466c,0.017617,0.197305,0.974570,0.841758
07b0c87a04e4,0.119180,0.275430,0.888633,0.665977
07b12708a5b3,0.162148,0.169961,0.912070,0.849570
07b1862399f2,0.142617,0.240273,0.873008,0.810508
07b34bba3a01,0.123086,0.212930,0.861289,0.763633
07b9fed0903b,0.099648,0.251992,0.904258,0.837852
07bcbe86fefa,0.158242,0.150430,0.884727,0.787070
07bf684940b1,0.142617,0.150430,0.908164,0.810508
07c117df5c0c,0.115273,0.251992,0.912070,0.802695
07c4adf91bd9,0.166055,0.279336,0.841758,0.744102
07cc7c53d9a1,0.072305,0.244180,0.900352,0.904258
07d3827e4733,0.107461,0.287148,0.880820,0.833945
07d38f00c597,0.150430,0.220742,0.873008,0.787070
07dc4d84cad5,0.099648,0.185586,0.927695,0.794883
07e08d38b2f1,0.154336,0.236367,0.919883,0.744102
07e24fd35fcf,0.150430,0.224648,0.900352,0.822227
07e2dc28b261,0.017617,0.103555,0.986289,0.841758
07e3c8b78261,0.177773,0.248086,0.880820,0.732383
07e5466c8e1e,0.091836,0.267617,0.908164,0.779258
07e66da42514,0.080117,0.189492,0.955039,0.767539
07e6c74e6a2c,0.126992,0.146523,0.896445,0.814414
07e8bb0b3624,0.173867,0.275430,0.810508,0.783164
07e8f9729986,0.142617,0.173867,0.900352,0.787070
07edf4805a21,0.080117,0.236367,0.892539,0.849570
07ef7211bdbf,0.130898,0.259805,0.869102,0.837852
07f3bc12d655,0.103555,0.189492,0.927695,0.880820
07f55c1b57da,0.084023,0.142617,0.912070,0.783164
07f8938fb29d,0.087930,0.209023,0.908164,0.720664
07fafb271d61,0.103555,0.283242,0.896445,0.833945
07fb0a77bbe8,0.126992,0.169961,0.884727,0.759727
07fcc7c3b2f5,0.123086,0.232461,0.873008,0.841758
07fe99caa9ed,0.107461,0.185586,0.880820,0.833945
07ff52c2c8ae,0.123086,0.193398,0.947227,0.751914
08000df754ed,0.111367,0.158242,0.896445,0.716758
08038ce6f70a,0.146523,0.126992,0.865195,0.748008
08039a4b8eb9,0.084023,0.240273,0.943320,0.830039
080ae35dca91,0.126992,0.240273,0.876914,0.775352
080d4b933dfd,0.134805,0.271523,0.888633,0.810508
08163b797784,0.123086,0.134805,0.915977,0.712852
081640526290,0.103555,0.138711,0.900352,0.736289
081f4f824ab8,0.111367,0.240273,0.904258,0.837852
08202f7569b5,0.244180,0.310586,0.873008,0.783164
082087a22722,0.029336,0.134805,0.915977,0.822227
0823c65b1bad,0.095742,0.314492,0.869102,0.806602
0828cff92c60,0.076211,0.228555,0.947227,0.814414
082980cbbf1c,0.099648,0.220742,0.888633,0.810508
082aca775e39,0.126992,0.134805,0.876914,0.779258
082d83fa1e65,0.142617,0.205117,0.857383,0.790977
082e2394ab16,0.138711,0.212930,0.857383,0.759727
083163902ff3,0.138711,0.185586,0.861289,0.787070
0832df184e77,0.146523,0.216836,0.880820,0.681602
0832e5d55ead,0.134805,0.224648,0.896445,0.833945
08374cbb37e4,0.111367,0.216836,0.876914,0.716758
0838ebfa57df,0.138711,0.212930,0.873008,0.798789
083b029b80bb,0.193398,0.279336,0.853477,0.802695
083f476eef61,0.103555,0.189492,0.880820,0.794883
0841df502e67,0.115273,0.212930,0.896445,0.837852
084313b1566a,0.162148,0.181680,0.841758,0.708945
0847187bdd7d,0.142617,0.263711,0.861289,0.775352
084887344a29,0.123086,0.302773,0.908164,0.771445
08514b830415,0.146523,0.201211,0.853477,0.767539
0851c57edf60,0.111367,0.224648,0.904258,0.794883
08553b73a62a,0.091836,0.146523,0.939414,0.810508
085ace40fa1d,0.072305,0.287148,0.919883,0.845664
085dc10f24c8,0.064492,0.248086,0.943320,0.751914
085ead6f4119,0.095742,0.154336,0.915977,0.841758
085f058f6a3c,0.130898,0.166055,0.873008,0.814414
085f4a94d8a4,0.111367,0.177773,0.923789,0.779258
085f9448e00b,0.154336,0.158242,0.880820,0.794883
08600248303c,0.166055,0.283242,0.876914,0.841758
0864140c677f,0.138711,0.197305,0.849570,0.810508
0865623571e6,0.205117,0.271523,0.841758,0.787070
086932c02d9c,0.123086,0.158242,0.923789,0.787070
086a659e5ce2,0.095742,0.185586,0.873008,0.806602
086b4b1237f8,0.080117,0.189492,0.873008,0.798789
086bd3e6d976,0.107461,0.240273,0.900352,0.876914
